Kode,Nama Paket,Instansi,Tahap,HPS
6483119,Tenaga Ahli Project Manager spse 4.3  Jasa Konsultansi Perorangan - TA 2020 - Seleksi - Pascakualifikasi Dua File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Penandatanganan Kontrak,"638,4 Jt"
6482119,Pengadaan Alat Laboratorium Polimarin Paket 2 spse 4.3  Pengadaan Barang - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,"Kementerian Riset, Teknologi, dan Pendidikan Tinggi",Tender Sudah Selesai,13 M
6481119,Pengadaan Alat Laboratorium Polimarin Paket 1 spse 4.3  Pengadaan Barang - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,"Kementerian Riset, Teknologi, dan Pendidikan Tinggi",Tender Sudah Selesai,"17,2 M"
6473119,TECHNICAL ASSISTANCE COORDINATOR IMPLEMENTASI PP 17/2017  DIDALAM MEMPERKUAT SINERGI PENDANAAN PEMBANGUNAN  PUSAT -  DAERAH spse 4.3  Jasa Konsultansi Perorangan - TA 2020 - Seleksi - Pascakualifikasi Dua File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,"Pembukaan dan Evaluasi Penawaran File I: Administrasi, Dokumen Kualifikasi, dan Teknis",252 Jt
6471119,Pengadaan Jasa Lainnya Sewa Mesin Fotokopi Digital Tahun Anggaran 2020 spse 4.3  Jasa Lainnya - TA 2020 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Perekonomian,Penandatanganan Kontrak,"2,4 M"
6470119,Jamuan Makan Bimbingan Teknis LPSE Tahun 2020 spse 4.3  Jasa Lainnya - TA 2020 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah,Masa Sanggah,"285,6 Jt"
6469119,Project Finance Officer Asian Development Bank spse 4.3  Jasa Konsultansi Perorangan - TA 2020 - Seleksi - Pascakualifikasi Dua File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tidak Ada Jadwal,"188,4 Jt"
6468119,Project Finance Officer World Bank spse 4.3  Jasa Konsultansi Perorangan - TA 2020 - Seleksi - Pascakualifikasi Dua File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tidak Ada Jadwal,156 Jt
6467119,Accounting Spesialist spse 4.3  Jasa Konsultansi Perorangan - TA 2020 - Seleksi - Pascakualifikasi Dua File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tidak Ada Jadwal,"229,2 Jt"
6466119,General Administrative & HR Coordinator spse 4.3  Jasa Konsultansi Perorangan - TA 2020 - Seleksi - Pascakualifikasi Dua File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Pembukaan dan Evaluasi Penawaran File II: Harga,"208,8 Jt"
6463119,Finance and Operation Manager spse 4.3  Jasa Konsultansi Perorangan - TA 2020 - Seleksi - Pascakualifikasi Dua File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Pembukaan dan Evaluasi Penawaran File II: Harga,285 Jt
6462119,Tenaga Ahli Executive Director spse 4.3  Jasa Konsultansi Perorangan - TA 2020 - Seleksi - Pascakualifikasi Dua File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Penandatanganan Kontrak,"1,1 M"
6456119,"Pengadaan Pipa untuk Pemasangan Jaringan Perpipaan spse 4.3  Pengadaan Barang - TA 2019 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Rp 214.426.520,00",PDAM Tirta Gemilang Kabupaten Magelang,Tender Sudah Selesai,"296,3 Jt"
6454119,"Pengadaan Pipa untuk Pemasangan Jaringan RSUD Kab. Magelang spse 4.3  Pengadaan Barang - TA 2019 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Rp 139.590.000,00",PDAM Tirta Gemilang Kabupaten Magelang,Tender Sudah Selesai,"209,1 Jt"
6451119,Pengadaan Meter Air Diameter 1/2 inchi Class B R50 Tender Ulang spse 4.3  Pengadaan Barang - TA 2019 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,PDAM Tirta Moedal,Tender Sudah Selesai,"3,6 M"
6450119,"Pembangunan Reservoir Kapasitas 750 m3 di Wonosari  Cabang Wonosobo Tender Ulang spse 4.3  Pekerjaan Konstruksi - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Rp 878.045.000,00",PDAM Tirta Aji Kabupaten Wonosobo,Tender Sudah Selesai,"886,8 Jt"
6444119,Pengadaan Bahan Kimia Koagulan Merk CMA spse 4.3  Pengadaan Barang - TA 2020 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,PDAM Tirta Moedal,Tender Sudah Selesai,"15,9 M"
6440119,"Pengadaan Water Meter 1/2 inch Untuk Program Penggantian Water Meter Tahun 2019 spse 4.3  Pengadaan Barang - TA 2019 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Rp 247.500.000,00",PDAM Kabupaten Semarang,Tender Sudah Selesai,275 Jt
6435119,Pengadaan Tranducer CDK1NZ7 Tahun 2019 spse 4.3  Pengadaan Barang - TA 2019 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,PDAM Tirta Aji Kabupaten Wonosobo,Tender Sudah Selesai,120 Jt
6431119,Pengadaan Konsultan Manajemen Konstruksi EPCC Pabrik Garam Seleksi Ulang spse 4.3  Jasa Konsultansi Badan Usaha - TA 2019 - Seleksi - Prakualifikasi Dua File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,PT Sarana Pembangunan Jawa Tengah,Pembukaan dan Evaluasi Penawaran File I: Administrasi dan Teknis ,"1,9 M"
6430119,"Pengadaan Meter Induk Tahun 2019 spse 4.3  Pengadaan Barang - TA 2019 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Rp 401.932.025,00",PDAM Tirta Aji Kabupaten Wonosobo,Tender Sudah Selesai,"501,7 Jt"
6429119,Beban Jasa lainnya (PENGIRIMAN MOLIN 2019) spse 4.3  Jasa Lainnya - TA 2019 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Pemberdayaan Perempuan Dan Perlindungan Anak,Tender Sudah Selesai,"927,9 Jt"
6428119,Pengadaan Boster Inline Pump 110 Kw/380V50Hz spse 4.3  Pengadaan Barang - TA 2019 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,PDAM Tirta Moedal,Tender Sudah Selesai,1 M
6425119,"Pengadaan Meter Air Pelanggan Komersial Tahun 2019 spse 4.3  Pengadaan Barang - TA 2019 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Rp 1.152.126.937,50",PDAM Tirta Aji Kabupaten Wonosobo,Tender Sudah Selesai,"1,3 M"
6424119,"Pengadaan Software Pemetaan Jangkauan Siaran spse 4.3  Jasa Lainnya - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Rp 436.040.000,00",Lembaga Penyiaran Radio Republik Indonesia,Tender Sudah Selesai,"457,6 Jt"
6422119,"Pengadaan Meter Air Dia ½ Penggantian Meter Pelanggan Tahun 2019 Tender Ulang spse 4.3  Pengadaan Barang - TA 2019 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Rp 726.924.000,00",PDAM Tirta Aji Kabupaten Wonosobo,Tender Sudah Selesai,"742,5 Jt"
6420119,Pengadaan Generator Set 100 Kva / 80 Kw spse 4.3  Pengadaan Barang - TA 2019 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,PDAM Tirta Moedal,Tender Sudah Selesai,335 Jt
6419119,"Pengadaan Gate Valve Tahun 2019 Tender Ulang spse 4.3  Pengadaan Barang - TA 2019 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Rp 315.099.191,00",PDAM Tirta Aji Kabupaten Wonosobo,Tender Sudah Selesai,"316,3 Jt"
6418119,"Management Pressur Jaringan Distribusi Tender Ulang spse 4.3  Pengadaan Barang - TA 2019 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Rp 459.923.836,90",PDAM Tirta Aji Kabupaten Wonosobo,Tender Sudah Selesai,468 Jt
6417119,Pengadaan Pemancar FM 1 KW + Antena + Coaxcial + Instalasi + DVB Downlink + Pemasangan Listrik + AC (Pelabuhan Ratu) Tender Ulang spse 4.3  Pengadaan Barang - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Lembaga Penyiaran Radio Republik Indonesia,Tender Sudah Selesai,"728,9 Jt"
6415119,"Pengadaan COntent Server DRM spse 4.3  Pengadaan Barang - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Rp 348.150.000,00",Lembaga Penyiaran Radio Republik Indonesia,Tender Sudah Selesai,"356,4 Jt"
Kode,Nama Paket,Instansi,Tahap,HPS
6409119,"Pengadaan Bahan Kimia Liquid Chlorine 99,5 % spse 4.3  Pengadaan Barang - TA 2020 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat",PDAM Tirta Moedal,Tender Sudah Selesai,"3,7 M"
6404119,"Pengadaan Bahan Kimia Calcium Hypochlorite Untuk Tahun 2019 spse 4.3  Pengadaan Barang - TA 2019 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Rp 4.257.000.000,00",PDAM Tirta Mahakam,Tender Sudah Selesai,5 M
6401119,"Pengadaan Topi, Pin, Slayer, Kaos, dan Rompi Ekspedisi Bakti Pemuda PMK Untuk NKRI Tahun 2019 Tender Ulang spse 4.3  Pengadaan Barang - TA 2019 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Koordinator Bidang Pembangunan Manusia dan Kebudayaan,Tender Sudah Selesai,"579,7 Jt"
6400119,"Pengadaan Pemancar 10 KW spse 4.3  Pengadaan Barang - TA 2019 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Rp 709.500.000,00",Lembaga Penyiaran Radio Republik Indonesia,Tender Sudah Selesai,"776,8 Jt"
6399119,Pengadaan Pemancar 3 KW Relay Tanjung Balai spse 4.3  Pengadaan Barang - TA 2019 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Lembaga Penyiaran Radio Republik Indonesia,Tender Sudah Selesai,"395,2 Jt"
6395119,"Pengadaan UPS 30 KVA Tender Ulang spse 4.3  Pengadaan Barang - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Rp 504.999.000,00",Lembaga Penyiaran Radio Republik Indonesia,Tender Sudah Selesai,"785,2 Jt"
6394119,"Pengadaan Jasa Event Organizer (EO) Pembukaan, Pembekalan, Upacara Puncak, Penutupan dan Pelepasan Ekspedisi Bakti Pemuda PMK untuk NKRI Tahun 2019. spse 4.3  Jasa Lainnya - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Koordinator Bidang Pembangunan Manusia dan Kebudayaan,Tender Sudah Selesai,"4,8 M"
6392119,Pengadaan Pemancar 3 KW Relay Tanjung Balai spse 4.3  Pengadaan Barang - TA 2019 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Lembaga Penyiaran Radio Republik Indonesia,Tender Sudah Selesai,"395,2 Jt"
6391119,Pengadaan Pemancar 10 KW spse 4.3  Pengadaan Barang - TA 2019 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Lembaga Penyiaran Radio Republik Indonesia,Tender Sudah Selesai,"776,8 Jt"
6381119,Pengadaan Renovasi Gedung III Lantai 3 Sayap Selatan Sekretariat Kabinet spse 4.3  Pekerjaan Konstruksi - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Sekretariat Kabinet,Tender Sudah Selesai,"958,1 Jt"
6379119,Sewa IOT Water Quality  Monitoring System Tender Ulang spse 4.3  Jasa Lainnya - TA 2019 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Kemaritiman,Tender Sudah Selesai,"1,4 M"
6368119,"Pengadaan UPS 5 KVA spse 4.3  Pengadaan Barang - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Rp 222.338.899,20",Lembaga Penyiaran Radio Republik Indonesia,Tender Sudah Selesai,"321,2 Jt"
6365119,Jasa Konsultasi Penyusunan Kajian Akselerasi Pengembangan Industri Pertahanan 2020-2045 Seleksi Ulang spse 4.3  Jasa Konsultansi Badan Usaha - TA 2019 - Seleksi - Prakualifikasi Dua File Kualitas dan BiayaNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"1,3 M"
6362119,Pengadaan Pemancar FM 1 KW + Antena + Coaxcial + Instalasi + DVB Downlink + Pemasangan Listrik + AC (Tanjung Lesung) Tender Ulang spse 4.3  Pengadaan Barang - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Lembaga Penyiaran Radio Republik Indonesia,Tender Sudah Selesai,"725,5 Jt"
6360119,"Pengadaan Material untuk Investasi Jaringan Perpipaan spse 4.3  Pengadaan Barang - TA 2019 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Rp 510.474.360,00",PDAM Tirta Gemilang Kabupaten Magelang,Tender Sudah Selesai,"946,8 Jt"
6353119,"Pengadaan Alat-Alat Laboratorium Untuk Tahun 2019 spse 4.3  Pengadaan Barang - TA 2019 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Rp 495.825.000,00",PDAM Tirta Mahakam,Tender Sudah Selesai,"496,2 Jt"
6348119,PELATIHAN HUMAN CAPITAL PLANNING FOR NATIONAL DEVELOPMENT TAHUN 2019 spse 4.3  Jasa Lainnya - TA 2019 - Tender - Pascakualifikasi Dua File Sistem NilaiNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"2,2 M"
6344119,"DED Intake dan Jaringan Pipa Transmisi PDAM Ranting Embalut spse 4.3  Jasa Konsultansi Badan Usaha - TA 2019 - Seleksi - Prakualifikasi Dua File Kualitas dan BiayaNilai Kontrak : Rp 446.146.250,00",PDAM Tirta Mahakam,Tender Sudah Selesai,"448,8 Jt"
6343119,"DED Intake dan Jaringan Pipa Transmisi PDAM Cabang Tenggarong spse 4.3  Jasa Konsultansi Badan Usaha - TA 2019 - Seleksi - Prakualifikasi Dua File Kualitas dan BiayaNilai Kontrak : Rp 446.146.250,00",PDAM Tirta Mahakam,Tender Sudah Selesai,"448,8 Jt"
6340119,THEMATIC  STUDY PENILAIAN TERHADAP RENCANA KESIAPAN PEMANFAATAN JARINGAN IRIGASI UNTUK PENGEMBANGAN PEMBANGKIT LISTRIK TENAGA MIKRO HIDRO (PLTMH)  DENGAN MENGGUNAKAN STANDAR PENILAIAN HYDROPOWER SUSTAINABLE ASSESMENT PROTOCOL (HSAP) UNTUK KEGIATAN KEGIATAN INTEGRATED PARTICIPATORY AND DEVELOPMENT OF IRRIGATION IRIGASI (IPDMIP) Seleksi Ulang spse 4.3  Jasa Konsultansi Badan Usaha - TA 2019 - Seleksi - Prakualifikasi Dua File Kualitas dan BiayaNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"318,1 Jt"
6333119,"-     Renovasi Atap Kantor Komnas Perempuan spse 4.3  Pekerjaan Konstruksi - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Rp 481.520.677,00",Komisi Nasional Hak Asasi Manusia,Tender Sudah Selesai,"645,1 Jt"
6331119,"Pengembangan Aplikasi Sistem Informasi Manajemen Penyelesaian Laporan (SIMPeL V3.0) spse 4.3  Jasa Konsultansi Badan Usaha - TA 2019 - Tender - Prakualifikasi Dua File Kualitas dan BiayaNilai Kontrak : Rp 452.980.000,00",Ombudsman Republik Indonesia,Tender Sudah Selesai,"494,3 Jt"
6329119,"Pengadaan Pipa PVC Moof S - 12.5 SNI Diameter 4 Inch spse 4.3  Pengadaan Barang - TA 2019 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Rp 249.216.000,00",PDAM Lawu Tirta,Tender Sudah Selesai,"320,7 Jt"
6326119,Pekerjaan Pengadaan Meubelair di Gedung Wisma Bakrie 2 spse 4.3  Pengadaan Barang - TA 2019 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"41,1 M"
6325119,Pengadaan Pengecatan Dinding Luar Gedung III Kantor Setneg spse 4.3  Pekerjaan Konstruksi - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Sekretariat Kabinet,Tender Sudah Selesai,"814,7 Jt"
6324119,Pengadaan Jasa Lainnya Sewa Meubelair dan Pendingin Ruangan (AC) Kementerian Koordinator Bidang Perekonomian di Gedung Pos Lantai 5 Tahun Anggaran 2019 spse 4.3  Jasa Lainnya - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Perekonomian,Tender Sudah Selesai,"1,2 M"
6323119,Tenaga Ahli Outreach/Consultant Lead Kegiatan Persiapan dan Pengembangan Program Compact Tahap II spse 4.3  Jasa Konsultansi Perorangan - TA 2019 - Seleksi - Pascakualifikasi Dua File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"130,5 Jt"
6322119,Tenaga Ahli Private Sector Development Specialist Kegiatan Persiapan dan Pengembangan Program Compact Tahap II spse 4.3  Jasa Konsultansi Perorangan - TA 2019 - Seleksi - Pascakualifikasi Dua File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,186 Jt
6321119,Tenaga Ahli Social and Gender Specialist Persiapan dan Pengembangan Program Compact Tahap II spse 4.3  Jasa Konsultansi Perorangan - TA 2019 - Seleksi - Pascakualifikasi Dua File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"130,5 Jt"
6320119,Tenaga Ahli Finance Specialist Kegiatan Persiapan dan Pengembangan Program Compact Tahap II spse 4.3  Jasa Konsultansi Perorangan - TA 2019 - Seleksi - Pascakualifikasi Dua File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,186 Jt
6319119,Tenaga Ahli Coordinating Consultant (economist) Kegiatan Persiapan dan Pengembangan Program Compact Tahap II spse 4.3  Jasa Konsultansi Perorangan - TA 2019 - Seleksi - Pascakualifikasi Dua File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"217,5 Jt"
6318119,Tenaga Ahli National Coordinator Kegiatan Persiapan dan Pengembangan Program Compact Tahap II spse 4.3  Jasa Konsultansi Perorangan - TA 2019 - Seleksi - Pascakualifikasi Dua File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,300 Jt
6317119,"Pengadaan Water Meter Merk Linflow Dia. 15 mm (1/2) Tender Ulang spse 4.3  Pengadaan Barang - TA 2019 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Rp 1.009.800.000,00",PDAM Tirta Mahakam,Tender Sudah Selesai,1 M
6316119,Pengadaan Pipa HDPE Diameter 2 inchi ( 63 mm ) SDR 17 PN 10 SNI 4829.2 - 2015 spse 4.3  Pengadaan Barang - TA 2019 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,PDAM Tirta Moedal,Tender Sudah Selesai,"942,5 Jt"
6314119,Jasa Penyelenggaraan Kegiatan “SDGs Annual Summit 2019” spse 4.3  Jasa Lainnya - TA 2019 - Tender - Pascakualifikasi Dua File Sistem NilaiNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"5,8 M"
6313119,Belanja Peralatan dan Mesin untuk diserahkan kepada Masyarakat/Pemda (MOLIN) spse 4.3  Pengadaan Barang - TA 2019 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Pemberdayaan Perempuan Dan Perlindungan Anak,Tender Sudah Selesai,"19,6 M"
6311119,JASA KONSULTANSI FASILITASI PENYUSUNAN DOKUMEN PENYIAPAN PROYEK KERJASAMA PEMERINTAH DENGAN BADAN USAHA INFRASTRUKTUR LAYANAN DASAR Seleksi Ulang spse 4.3  Jasa Konsultansi Badan Usaha - TA 2019 - Seleksi - Prakualifikasi Dua File Kualitas dan BiayaNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"2,7 M"
6310119,Pengadaan Pelaksanaan Survei dan Analisis Pola Konsumsi Onlie dan Offline dala Rumah Tangga di Beberapa Wilayah di Indonesia spse 4.3  Jasa Konsultansi Badan Usaha - TA 2019 - Seleksi - Prakualifikasi Dua File Kualitas dan BiayaNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"1,1 M"
6307119,Survei untuk Uji Coba Penetapan Statistik Wilayah Metropolitan (SWM)/Metropolitan Statistical Area (MSA) di Wilayah Metropolitan (WM) Bandung spse 4.3  Jasa Konsultansi Badan Usaha - TA 2019 - Seleksi - Prakualifikasi Dua File Kualitas dan BiayaNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"1,7 M"
6305119,Tenaga Ahli Project Manager COREMAP-CTI World Bank Tender Ulang spse 4.3  Jasa Konsultansi Perorangan - TA 2019 - Seleksi - Pascakualifikasi Dua File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"186,5 Jt"
6304119,"Pengadaan Pipa PVC Tahun 2019 spse 4.3  Pengadaan Barang - TA 2019 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Rp 2.332.249.194,00",PDAM Tirta Aji Kabupaten Wonosobo,Tender Sudah Selesai,3 M
6303119,"PENGADAAN PERANGKAT PENDUKUNG DATA CENTER DAN INFRASTRUKTUR TIK KEMENTERIAN PPN/BAPPENAS TAHUN 2019 spse 4.3  Pengadaan Barang - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Rp 68.028.804.462,00",Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,98 M
6302119,"Penyusunan Dokumen Manajemen SDM/ Human Capital Development Plan, Konsultan Badan Usaha Penyusunan Dokumen Manajemen Sumber Daya Manusia LKPP spse 4.3   KonsolidasiJasa Konsultansi Badan Usaha - TA 2019 - Seleksi - Prakualifikasi Dua File KualitasNilai Kontrak : Nilai Kontrak belum dibuat",Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah,Tender Sudah Selesai,"1,5 M"
